transaction_id,client_id,transaction_amount,transaction_date,country
29724,53,805000,5/13/2024,BRAZIL
29725,7,81000,1/12/2024,FRANCE
29726,50,1076000,7/6/2023,INDIA
29727,6,313000,5/21/2023,GERMANY
29728,35,252000,5/25/2024,ISRAEL
29729,63,1376000,5/9/2024,SPAIN
29730,19,799000,2/21/2024,JAPAN
29731,39,1981000,5/17/2024,ISRAEL
29732,65,1977000,4/12/2024,ISRAEL
29733,37,1993000,8/4/2024,ISRAEL
29734,28,648000,7/26/2024,CHINA
29735,5,1615000,7/14/2024,CHINA
29736,71,1748000,2/20/2023,GERMANY
29737,41,936000,9/20/2024,SPAIN
29738,19,493000,1/13/2024,FRANCE
29739,40,649000,6/13/2024,INDIA
29740,72,781000,7/17/2024,FRANCE
29741,39,1378000,12/14/2023,GERMANY
29742,65,1059000,5/20/2023,JAPAN
29743,33,829000,12/2/2023,GERMANY
29744,46,96000,10/25/2023,INDIA
29745,6,1065000,8/13/2023,SPAIN
29746,70,458000,4/3/2023,GERMANY
29747,61,841000,2/9/2024,SPAIN
29748,66,1988000,10/7/2024,FRANCE
29749,60,1621000,10/14/2024,INDIA
29750,33,958000,10/13/2024,JAPAN
29751,14,371000,12/19/2024,GERMANY
29752,40,1878000,11/14/2023,BRAZIL
29753,48,1035000,10/9/2023,FRANCE
29754,32,483000,10/31/2023,CANADA
29755,37,653000,12/5/2024,BRAZIL
29756,32,497000,1/5/2025,JAPAN
29757,26,184000,4/18/2023,BRAZIL
29758,34,1718000,7/4/2024,CHINA
29759,57,417000,1/21/2024,INDIA
29760,64,889000,12/6/2024,BRAZIL
29761,75,1861000,10/19/2024,ISRAEL
29762,13,657000,7/31/2023,CHINA
29763,10,804000,12/27/2024,GERMANY
29764,70,777000,8/1/2023,CANADA
29765,6,1347000,5/30/2024,CHINA
29766,25,135000,1/6/2024,ISRAEL
29767,12,1109000,5/15/2023,BRAZIL
29768,19,827000,7/15/2023,JAPAN
29769,12,1838000,8/16/2023,JAPAN
29770,17,1394000,6/15/2023,CANADA
29771,64,446000,12/16/2024,CHINA
29772,2,1727000,9/30/2024,CANADA
29773,51,141000,10/5/2023,BRAZIL
29774,57,587000,7/28/2024,GERMANY
29775,9,560000,8/19/2024,SPAIN
29776,64,1825000,8/22/2023,JAPAN
29777,54,1791000,11/9/2023,CANADA
29778,74,1328000,5/26/2023,BRAZIL
29779,21,1913000,2/10/2024,ISRAEL
29780,60,358000,2/22/2023,CANADA
29781,46,1839000,5/8/2024,INDIA
29782,39,1166000,3/12/2024,ISRAEL
29783,2,1936000,10/6/2024,BRAZIL
29784,11,1486000,5/8/2023,FRANCE
29785,15,1887000,12/6/2024,GERMANY
29786,73,1847000,2/16/2024,CHINA
29787,54,887000,8/31/2024,GERMANY
29788,75,626000,11/21/2023,ISRAEL
29789,18,510000,12/25/2024,INDIA
29790,12,1196000,8/23/2024,CANADA
29791,71,566000,12/7/2024,BRAZIL
29792,8,1702000,9/16/2023,SPAIN
29793,6,597000,6/16/2023,INDIA
29794,15,1315000,10/28/2024,ISRAEL
29795,45,1557000,12/21/2023,ISRAEL
29796,9,1942000,7/20/2024,SPAIN
29797,14,484000,1/8/2025,FRANCE
29798,14,976000,4/20/2024,GERMANY
29799,31,1921000,8/29/2023,SPAIN
29800,51,1387000,1/17/2024,CANADA
29801,12,664000,7/31/2023,CHINA
29802,52,1086000,12/30/2023,BRAZIL
29803,71,1092000,6/13/2024,ISRAEL
29804,24,326000,12/1/2023,CANADA
29805,59,151000,2/14/2024,INDIA
29806,52,53000,2/29/2024,CHINA
29807,15,1232000,5/15/2024,BRAZIL
29808,63,114000,7/4/2024,ISRAEL
29809,69,929000,6/30/2024,CHINA
29810,40,901000,3/21/2024,GERMANY
29811,53,1171000,5/12/2023,CHINA
29812,34,85000,1/12/2024,ISRAEL
29813,65,16000,4/8/2024,GERMANY
29814,42,1016000,10/11/2024,JAPAN
29815,62,35000,9/21/2024,JAPAN
29816,5,1183000,4/24/2023,SPAIN
29817,21,1895000,5/15/2023,ISRAEL
29818,44,1459000,9/9/2023,ISRAEL
29819,11,578000,3/28/2024,JAPAN
29820,50,343000,7/15/2023,GERMANY
29821,41,149000,10/15/2023,ISRAEL
29822,61,1764000,10/17/2023,BRAZIL
29823,65,73000,2/3/2024,CANADA
29824,46,1411000,12/16/2024,CANADA
29825,38,401000,11/14/2023,ISRAEL
29826,9,659000,11/2/2024,ISRAEL
29827,8,1295000,3/6/2024,INDIA
29828,11,240000,5/3/2024,CANADA
29829,56,1101000,10/31/2023,SPAIN
29830,35,1203000,9/9/2023,JAPAN
29831,5,51000,7/27/2024,ISRAEL
29832,30,1316000,5/11/2024,JAPAN
29833,69,1238000,4/28/2023,GERMANY
29834,21,1825000,3/6/2023,CANADA
29835,30,1772000,9/22/2024,FRANCE
29836,16,2000,11/8/2023,ISRAEL
29837,32,337000,2/8/2024,CHINA
29838,68,1139000,12/29/2024,SPAIN
29839,14,1134000,9/5/2024,BRAZIL
29840,23,516000,12/9/2024,FRANCE
29841,66,1007000,3/12/2023,GERMANY
29842,8,1273000,10/26/2024,GERMANY
29843,16,806000,4/6/2024,CANADA
29844,32,1073000,8/29/2024,FRANCE
29845,42,1225000,7/5/2024,CANADA
29846,11,1709000,2/29/2024,JAPAN
29847,9,1803000,11/28/2023,ISRAEL
29848,69,248000,3/2/2023,CHINA
29849,27,690000,1/1/2024,FRANCE
29850,20,1973000,5/17/2024,GERMANY
29851,23,1918000,3/22/2023,SPAIN
29852,71,1841000,1/9/2025,CANADA
29853,4,362000,1/12/2024,GERMANY
29854,60,158000,9/1/2024,JAPAN
29855,17,1546000,9/11/2024,SPAIN
29856,55,1857000,7/4/2024,INDIA
29857,59,568000,10/29/2023,INDIA
29858,6,722000,5/26/2024,GERMANY
29859,42,1092000,5/2/2023,JAPAN
29860,61,918000,5/21/2023,JAPAN
29861,74,1054000,1/23/2024,GERMANY
29862,9,802000,11/23/2023,SPAIN
29863,5,410000,3/15/2024,GERMANY
29864,66,517000,3/17/2023,GERMANY
29865,54,792000,5/2/2023,SPAIN
29866,26,1962000,4/11/2023,GERMANY
29867,30,1717000,8/7/2024,INDIA
29868,32,1170000,6/1/2024,JAPAN
29869,17,1915000,2/15/2024,GERMANY
29870,20,1347000,3/12/2024,JAPAN
29871,37,1130000,6/27/2023,CANADA
29872,50,519000,9/1/2023,INDIA
29873,52,376000,12/4/2024,ISRAEL
29874,74,1867000,11/1/2024,FRANCE
29875,50,1571000,11/11/2023,SPAIN
29876,34,1209000,9/28/2024,SPAIN
29877,19,1097000,7/11/2024,SPAIN
29878,1,1597000,1/5/2025,FRANCE
29879,22,1385000,7/2/2024,JAPAN
29880,17,1177000,10/4/2023,BRAZIL
29881,23,242000,10/16/2024,SPAIN
29882,61,1646000,9/5/2023,ISRAEL
29883,22,1101000,6/11/2024,CHINA
29884,33,1008000,11/12/2023,BRAZIL
29885,17,928000,3/6/2024,GERMANY
29886,20,220000,6/22/2023,CHINA
29887,65,856000,12/30/2023,SPAIN
29888,51,32000,3/17/2024,FRANCE
29889,46,1675000,1/10/2025,CANADA
29890,54,1743000,1/2/2024,GERMANY
29891,13,1697000,8/22/2023,BRAZIL
29892,71,1000000,10/9/2023,GERMANY
29893,20,1974000,11/29/2023,INDIA
29894,11,506000,3/9/2023,SPAIN
29895,47,1478000,10/24/2023,JAPAN
29896,49,655000,2/8/2024,SPAIN
29897,24,1101000,7/5/2024,FRANCE
29898,47,1594000,12/8/2024,FRANCE
29899,51,1872000,3/25/2024,BRAZIL
29900,44,1879000,11/27/2024,INDIA
29901,53,116000,6/12/2024,GERMANY
29902,26,1797000,7/10/2023,FRANCE
29903,40,723000,6/3/2023,ISRAEL
29904,25,506000,7/1/2024,ISRAEL
29905,19,1645000,8/2/2024,CANADA
29906,32,779000,5/1/2024,SPAIN
29907,41,890000,4/9/2024,FRANCE
29908,44,942000,7/1/2024,CANADA
29909,17,1313000,7/1/2023,FRANCE
29910,34,1783000,8/5/2023,ISRAEL
29911,42,109000,4/22/2024,INDIA
29912,53,932000,12/8/2023,CANADA
29913,5,1620000,12/26/2024,CANADA
29914,18,669000,4/24/2024,SPAIN
29915,32,77000,3/15/2024,JAPAN
29916,1,1587000,8/19/2024,GERMANY
29917,7,1957000,5/30/2024,CHINA
29918,72,1019000,8/29/2024,INDIA
29919,10,4000,3/21/2023,GERMANY
29920,39,1152000,7/31/2024,GERMANY
29921,50,1050000,7/22/2024,SPAIN
29922,42,443000,9/24/2024,JAPAN
29923,22,1177000,10/14/2024,CANADA
29924,21,1736000,2/20/2023,JAPAN
29925,38,1686000,3/19/2024,FRANCE
29926,65,1982000,3/12/2024,CHINA
29927,47,1113000,9/15/2023,JAPAN
29928,59,498000,5/4/2024,SPAIN
29929,47,1957000,9/23/2024,ISRAEL
29930,66,881000,8/3/2024,CANADA
29931,49,749000,8/28/2023,GERMANY
29932,14,1248000,4/9/2024,ISRAEL
29933,56,1533000,2/24/2024,CHINA
29934,7,394000,2/26/2023,ISRAEL
29935,46,1977000,3/11/2023,BRAZIL
29936,32,1870000,4/4/2024,BRAZIL
29937,47,1726000,3/6/2023,CHINA
29938,37,1386000,9/3/2023,ISRAEL
29939,60,250000,10/5/2023,FRANCE
29940,27,1008000,8/22/2024,CHINA
29941,43,1521000,7/17/2024,BRAZIL
29942,26,1116000,11/27/2024,INDIA
29943,37,390000,3/10/2024,CHINA
29944,22,39000,9/11/2024,CANADA
29945,51,1403000,3/30/2024,BRAZIL
29946,25,1363000,8/17/2024,ISRAEL
29947,54,1582000,5/23/2023,CANADA
29948,69,251000,8/5/2024,SPAIN
29949,42,761000,9/27/2023,SPAIN
29950,17,1550000,8/16/2023,CANADA
29951,5,558000,1/7/2024,JAPAN
29952,25,1808000,8/19/2023,CHINA
29953,65,1396000,4/10/2023,GERMANY
29954,15,1206000,12/16/2023,GERMANY
29955,28,1690000,1/13/2025,FRANCE
29956,1,420000,6/6/2023,BRAZIL
29957,18,1758000,4/22/2023,INDIA
29958,18,556000,5/16/2023,JAPAN
29959,2,1969000,4/9/2023,GERMANY
29960,55,1837000,10/31/2023,FRANCE
29961,72,1665000,8/18/2023,CANADA
29962,21,222000,3/7/2023,JAPAN
29963,55,380000,7/2/2024,GERMANY
29964,15,174000,6/16/2024,CHINA
29965,58,1670000,12/31/2023,SPAIN
29966,20,850000,9/2/2023,INDIA
29967,30,814000,11/10/2023,JAPAN
29968,12,1330000,5/14/2023,JAPAN
29969,8,1850000,12/13/2024,CHINA
29970,2,1160000,6/12/2024,INDIA
29971,5,788000,5/27/2023,CANADA
29972,38,1774000,10/5/2024,CANADA
29973,73,888000,9/5/2023,FRANCE
29974,64,203000,2/25/2023,FRANCE
29975,17,1973000,5/8/2023,FRANCE
29976,27,1906000,8/16/2024,CHINA
29977,13,1205000,3/3/2023,SPAIN
29978,9,1391000,9/24/2024,CHINA
29979,41,1074000,2/27/2023,CHINA
29980,7,1639000,3/13/2024,BRAZIL
29981,10,1038000,5/16/2024,BRAZIL
29982,21,83000,7/2/2023,BRAZIL
29983,59,1637000,1/27/2024,BRAZIL
29984,9,1681000,9/4/2024,ISRAEL
29985,56,442000,9/25/2023,CANADA
29986,5,639000,6/3/2023,GERMANY
29987,63,1652000,5/7/2023,GERMANY
29988,72,668000,6/4/2024,INDIA
29989,36,685000,3/20/2023,BRAZIL
29990,43,1701000,6/6/2024,CANADA
29991,59,190000,1/23/2024,CANADA
29992,52,897000,10/2/2023,JAPAN
29993,11,561000,12/18/2024,SPAIN
29994,3,994000,3/12/2024,SPAIN
29995,56,1180000,5/22/2023,GERMANY
29996,29,705000,6/1/2024,CHINA
29997,45,1406000,8/21/2023,BRAZIL
29998,42,861000,10/13/2024,FRANCE
29999,61,1104000,7/5/2023,ISRAEL
30000,31,1335000,8/18/2024,ISRAEL
30001,64,146000,2/26/2024,CHINA
30002,59,453000,11/16/2024,BRAZIL
30003,16,615000,4/12/2024,JAPAN
30004,66,665000,1/17/2024,ISRAEL
30005,74,199000,11/24/2024,SPAIN
30006,25,693000,9/20/2024,INDIA
30007,48,361000,10/26/2024,FRANCE
30008,70,214000,9/1/2024,INDIA
30009,6,1667000,2/22/2024,JAPAN
30010,43,1074000,12/12/2023,GERMANY
30011,5,1926000,5/13/2023,CHINA
30012,46,664000,9/27/2023,INDIA
30013,30,370000,9/25/2023,BRAZIL
30014,54,683000,10/27/2024,SPAIN
30015,45,586000,10/29/2024,CHINA
30016,18,1346000,8/23/2023,BRAZIL
30017,51,796000,6/17/2024,CANADA
30018,47,823000,4/20/2024,CANADA
30019,67,1753000,11/30/2023,ISRAEL
30020,66,1009000,10/6/2024,SPAIN
30021,16,1620000,11/28/2023,GERMANY
30022,56,1704000,7/5/2024,SPAIN
30023,66,305000,6/17/2023,BRAZIL
30024,16,542000,2/7/2024,GERMANY
30025,75,1221000,5/9/2024,FRANCE
30026,59,1309000,7/17/2024,SPAIN
30027,41,893000,5/9/2024,GERMANY
30028,5,216000,3/30/2023,ISRAEL
30029,17,133000,7/23/2024,FRANCE
30030,72,714000,5/20/2024,INDIA
30031,40,1791000,10/25/2023,BRAZIL
30032,2,205000,6/22/2024,ISRAEL
30033,42,1717000,10/14/2024,CANADA
30034,48,784000,2/19/2023,CANADA
30035,54,1172000,12/7/2023,CHINA
30036,5,1217000,6/6/2023,CANADA
30037,3,1342000,1/4/2024,BRAZIL
30038,61,1354000,10/17/2023,FRANCE
30039,47,883000,12/12/2023,CHINA
30040,50,995000,1/9/2024,BRAZIL
30041,72,1460000,3/2/2023,CANADA
30042,38,428000,5/24/2024,SPAIN
30043,26,253000,11/2/2024,JAPAN
30044,36,1614000,3/28/2023,JAPAN
30045,59,1589000,10/1/2024,CANADA
30046,53,1685000,8/9/2024,CHINA
30047,51,76000,11/19/2023,BRAZIL
30048,63,1572000,9/4/2023,JAPAN
30049,8,1657000,6/3/2023,CANADA
30050,1,45000,9/9/2024,ISRAEL
30051,63,1766000,1/4/2024,INDIA
30052,17,739000,11/16/2024,BRAZIL
30053,30,1842000,9/7/2023,CHINA
30054,69,86000,8/30/2024,INDIA
30055,20,682000,4/23/2023,JAPAN
30056,18,1747000,10/11/2023,CHINA
30057,6,1100000,7/6/2023,JAPAN
30058,12,926000,9/8/2024,GERMANY
30059,18,1521000,7/17/2024,CANADA
30060,65,260000,12/14/2023,ISRAEL
30061,25,285000,4/10/2023,BRAZIL
30062,11,345000,3/17/2024,FRANCE
30063,9,1165000,12/1/2024,JAPAN
30064,57,3000,12/7/2024,SPAIN
30065,41,1044000,2/22/2024,CANADA
30066,16,1802000,8/15/2024,FRANCE
30067,59,379000,8/6/2023,CANADA
30068,33,1973000,10/11/2023,BRAZIL
30069,1,1468000,3/5/2024,BRAZIL
30070,21,937000,9/12/2024,CHINA
30071,19,595000,12/4/2023,ISRAEL
30072,20,441000,8/15/2023,FRANCE
30073,32,153000,11/15/2024,SPAIN
30074,9,413000,4/30/2023,GERMANY
30075,74,277000,2/19/2024,SPAIN
30076,43,40000,12/20/2024,INDIA
30077,13,1288000,6/7/2023,SPAIN
30078,45,1442000,7/18/2023,CANADA
30079,46,1660000,4/15/2024,CANADA
30080,49,6000,7/22/2023,SPAIN
30081,66,1554000,1/23/2024,INDIA
30082,28,930000,8/4/2024,CANADA
30083,24,1918000,10/23/2023,SPAIN
30084,72,337000,5/16/2023,ISRAEL
30085,61,440000,6/23/2023,CHINA
30086,15,927000,9/24/2023,JAPAN
30087,8,1417000,12/8/2023,SPAIN
30088,40,1744000,8/7/2024,CANADA
30089,23,1383000,6/7/2024,ISRAEL
30090,15,1077000,8/27/2024,JAPAN
30091,52,86000,2/5/2024,CHINA
30092,75,917000,6/9/2023,SPAIN
30093,40,52000,2/29/2024,JAPAN
30094,5,1660000,8/10/2023,JAPAN
30095,62,1448000,8/17/2023,CANADA
30096,41,1802000,12/30/2023,CANADA
30097,4,351000,11/6/2024,SPAIN
30098,45,802000,5/24/2024,GERMANY
30099,73,1515000,7/10/2023,ISRAEL
30100,57,181000,6/7/2024,BRAZIL
30101,56,658000,7/17/2023,BRAZIL
30102,15,1379000,3/25/2023,FRANCE
30103,58,1336000,5/29/2024,CANADA
30104,4,327000,2/26/2024,CANADA
30105,65,1281000,3/8/2023,ISRAEL
30106,21,1684000,1/3/2025,GERMANY
30107,51,1215000,7/30/2024,GERMANY
30108,2,1335000,6/26/2024,BRAZIL
30109,65,171000,9/13/2024,INDIA
30110,55,274000,12/24/2023,CANADA
30111,27,1994000,6/15/2023,FRANCE
30112,1,890000,1/10/2025,SPAIN
30113,52,1286000,6/2/2024,CHINA
30114,9,1350000,2/13/2024,CANADA
30115,29,463000,2/11/2024,JAPAN
30116,27,1389000,9/29/2024,CANADA
30117,44,422000,6/11/2024,JAPAN
30118,41,514000,6/10/2023,CHINA
30119,60,1853000,7/31/2024,FRANCE
30120,12,1911000,7/13/2024,FRANCE
30121,18,981000,3/12/2023,INDIA
30122,29,964000,12/22/2023,BRAZIL
30123,26,1500000,10/14/2024,CANADA
30124,47,1114000,5/15/2024,SPAIN
30125,28,442000,12/30/2023,ISRAEL
30126,25,1873000,6/30/2023,FRANCE
30127,46,896000,2/24/2024,CANADA
30128,39,1138000,2/23/2023,ISRAEL
30129,48,1125000,6/20/2024,SPAIN
30130,57,1753000,9/4/2023,CHINA
30131,41,197000,2/7/2024,CHINA
30132,57,643000,12/3/2023,BRAZIL
30133,50,960000,10/20/2024,INDIA
30134,59,1432000,7/14/2024,SPAIN
30135,46,883000,12/1/2023,SPAIN
30136,22,589000,8/31/2024,JAPAN
30137,12,1742000,7/10/2023,CANADA
30138,60,721000,11/26/2023,CANADA
30139,33,1178000,3/27/2024,BRAZIL
30140,43,1386000,5/28/2024,FRANCE
30141,60,1981000,6/2/2024,SPAIN
30142,2,388000,9/17/2023,FRANCE
30143,13,565000,5/2/2023,FRANCE
30144,72,974000,11/1/2024,CANADA
30145,73,727000,9/20/2024,INDIA
30146,40,1320000,7/19/2023,FRANCE
30147,20,1818000,5/15/2024,CANADA
30148,28,1636000,5/6/2023,CHINA
30149,38,219000,5/26/2024,INDIA
30150,9,1552000,8/31/2024,BRAZIL
30151,18,1239000,4/24/2023,GERMANY
30152,33,1734000,5/23/2023,ISRAEL
30153,55,967000,9/1/2023,SPAIN
30154,64,1753000,11/11/2024,CANADA
30155,25,1044000,5/22/2023,INDIA
30156,31,916000,3/8/2023,CHINA
30157,48,1712000,6/3/2024,CHINA
30158,4,952000,10/27/2024,ISRAEL
30159,59,1270000,12/7/2024,CANADA
30160,19,1098000,4/2/2023,SPAIN
30161,58,903000,1/22/2024,CHINA
30162,21,1343000,5/21/2024,SPAIN
30163,43,1785000,10/25/2024,INDIA
30164,17,749000,4/15/2024,SPAIN
30165,66,1525000,5/24/2024,CHINA
30166,21,1207000,5/25/2023,ISRAEL
30167,38,644000,5/25/2024,CANADA
30168,20,461000,7/19/2023,JAPAN
30169,57,1149000,7/2/2024,FRANCE
30170,24,1110000,6/12/2024,CHINA
30171,9,1991000,9/29/2024,ISRAEL
30172,72,739000,7/31/2024,FRANCE
30173,54,383000,10/12/2024,GERMANY
30174,16,1657000,7/8/2023,CHINA
30175,14,798000,10/16/2023,CHINA
30176,59,1650000,1/5/2024,JAPAN
30177,15,1938000,7/3/2023,SPAIN
30178,61,89000,4/8/2024,INDIA
30179,8,782000,3/17/2023,INDIA
30180,30,25000,10/1/2023,GERMANY
30181,22,1624000,1/11/2025,JAPAN
30182,75,633000,4/1/2024,GERMANY
30183,63,1238000,3/23/2023,CANADA
30184,14,285000,3/11/2024,ISRAEL
30185,74,749000,2/7/2024,CANADA
30186,19,548000,4/30/2024,CHINA
30187,20,814000,1/29/2024,GERMANY
30188,25,610000,5/7/2024,BRAZIL
30189,32,6000,2/16/2023,JAPAN
30190,21,82000,8/6/2023,JAPAN
30191,22,1754000,4/14/2024,ISRAEL
30192,17,194000,10/27/2023,JAPAN
30193,44,372000,2/28/2024,JAPAN
30194,16,1587000,7/14/2024,JAPAN
30195,35,1830000,3/19/2024,GERMANY
30196,60,1507000,9/7/2023,BRAZIL
30197,37,1825000,10/8/2024,JAPAN
30198,5,817000,3/5/2023,CANADA
30199,13,394000,8/11/2023,GERMANY
30200,16,37000,7/4/2023,CANADA
30201,6,593000,10/16/2023,GERMANY
30202,36,1137000,8/14/2024,SPAIN
30203,37,1158000,4/1/2024,INDIA
30204,32,1775000,7/10/2023,FRANCE
30205,15,417000,3/9/2023,CANADA
30206,34,304000,9/30/2023,CHINA
30207,68,549000,11/26/2024,INDIA
30208,43,1159000,7/15/2024,CHINA
30209,23,1210000,5/8/2024,CANADA
30210,18,969000,10/7/2023,CANADA
30211,35,28000,9/23/2023,INDIA
30212,70,873000,9/17/2023,FRANCE
30213,66,1117000,10/9/2023,CHINA
30214,4,508000,12/9/2023,INDIA
30215,58,299000,5/26/2023,GERMANY
30216,46,1662000,1/2/2025,SPAIN
30217,26,566000,9/27/2024,SPAIN
30218,36,1159000,10/15/2024,BRAZIL
30219,19,1674000,4/12/2023,SPAIN
30220,63,1765000,9/2/2023,SPAIN
30221,59,1612000,7/6/2023,INDIA
30222,40,687000,10/12/2023,CANADA
30223,37,1195000,11/21/2023,GERMANY
30224,9,1740000,2/28/2024,GERMANY
30225,23,334000,8/24/2024,INDIA
30226,9,1590000,4/22/2024,BRAZIL
30227,45,1901000,10/31/2023,CHINA
30228,39,887000,3/31/2023,CANADA
30229,74,966000,6/8/2024,GERMANY
30230,74,149000,12/8/2023,CANADA
30231,74,981000,12/17/2023,CANADA
30232,69,885000,7/4/2024,BRAZIL
30233,42,1816000,11/21/2024,CHINA
30234,7,1250000,11/23/2024,CHINA
30235,17,1558000,2/7/2024,JAPAN
30236,48,945000,6/30/2023,GERMANY
30237,15,146000,5/11/2023,BRAZIL
30238,45,1322000,8/22/2024,ISRAEL
30239,1,1385000,3/22/2024,ISRAEL
30240,54,429000,11/1/2024,GERMANY
30241,46,1997000,2/25/2024,INDIA
30242,46,1431000,8/29/2024,INDIA
30243,61,260000,3/3/2024,SPAIN
30244,26,1095000,4/30/2024,SPAIN
30245,4,569000,6/1/2023,BRAZIL
30246,24,202000,9/6/2023,INDIA
30247,22,1397000,11/28/2024,JAPAN
30248,41,1223000,6/28/2023,GERMANY
30249,13,1955000,6/29/2024,GERMANY
30250,45,1999000,3/17/2023,INDIA
30251,5,823000,4/10/2024,ISRAEL
30252,71,1549000,8/31/2024,INDIA
30253,71,1425000,7/22/2024,BRAZIL
30254,11,1662000,3/12/2023,BRAZIL
30255,4,314000,7/25/2024,SPAIN
30256,55,1782000,5/12/2024,JAPAN
30257,52,1922000,8/4/2024,CHINA
30258,56,1383000,12/24/2023,CANADA
30259,5,1725000,12/20/2024,INDIA
30260,15,1238000,7/22/2023,INDIA
30261,49,1666000,9/21/2024,FRANCE
30262,13,1684000,8/17/2024,JAPAN
30263,35,1239000,8/7/2023,BRAZIL
30264,41,1678000,11/15/2024,FRANCE
30265,24,1315000,1/26/2024,CHINA
30266,5,1130000,10/17/2024,BRAZIL
30267,52,536000,9/2/2023,BRAZIL
30268,40,119000,11/4/2023,BRAZIL
30269,44,995000,3/7/2024,SPAIN
30270,37,1927000,12/17/2024,CHINA
30271,29,1963000,11/1/2023,INDIA
30272,64,515000,3/26/2023,JAPAN
30273,8,75000,11/10/2023,CHINA
30274,32,228000,7/22/2024,BRAZIL
30275,63,821000,10/7/2024,CHINA
30276,38,1601000,11/7/2024,GERMANY
30277,59,861000,6/10/2024,INDIA
30278,24,50000,4/11/2023,JAPAN
30279,30,1526000,12/22/2024,GERMANY
30280,47,1912000,12/18/2024,BRAZIL
30281,48,1363000,12/17/2023,BRAZIL
30282,6,1039000,11/13/2023,BRAZIL
30283,68,37000,9/29/2024,ISRAEL
30284,34,665000,11/29/2024,SPAIN
30285,61,1029000,6/26/2023,ISRAEL
30286,63,577000,8/20/2023,JAPAN
30287,34,1655000,4/3/2024,GERMANY
30288,38,1361000,6/29/2023,ISRAEL
30289,28,1747000,2/28/2024,GERMANY
30290,56,920000,6/20/2024,JAPAN
30291,39,23000,1/23/2024,FRANCE
30292,21,1651000,11/22/2024,SPAIN
30293,68,1157000,6/5/2023,INDIA
30294,5,334000,7/27/2024,BRAZIL
30295,18,974000,8/21/2024,FRANCE
30296,58,736000,8/13/2023,CHINA
30297,28,1825000,10/3/2023,FRANCE
30298,69,1673000,5/21/2024,CANADA
30299,24,827000,7/4/2024,INDIA
30300,74,753000,10/13/2024,JAPAN
30301,10,516000,7/8/2024,JAPAN
30302,21,743000,7/10/2024,CANADA
30303,20,778000,12/10/2023,GERMANY
30304,72,1322000,9/22/2024,ISRAEL
30305,68,309000,5/21/2023,SPAIN
30306,69,255000,3/28/2024,CHINA
30307,46,1328000,4/2/2023,CHINA
30308,58,1992000,8/1/2023,ISRAEL
30309,30,1704000,7/4/2023,ISRAEL
30310,20,581000,3/15/2024,ISRAEL
30311,51,1612000,6/4/2024,GERMANY
30312,54,1378000,4/26/2024,JAPAN
30313,55,88000,10/16/2023,SPAIN
30314,58,1413000,6/13/2024,GERMANY
30315,58,950000,5/8/2024,SPAIN
30316,30,794000,5/21/2023,CANADA
30317,63,1690000,2/20/2023,CHINA
30318,45,1429000,10/23/2023,JAPAN
30319,30,1377000,5/25/2023,ISRAEL
30320,54,268000,7/14/2023,CANADA
30321,71,1935000,1/31/2024,GERMANY
30322,57,918000,10/18/2023,GERMANY
30323,43,1179000,2/28/2024,SPAIN
30324,73,604000,9/30/2024,BRAZIL
30325,23,993000,12/15/2023,INDIA
30326,11,1251000,10/8/2023,BRAZIL
30327,32,1355000,3/13/2024,GERMANY
30328,15,1131000,3/18/2023,CHINA
30329,65,1299000,10/4/2024,BRAZIL
30330,65,238000,6/8/2024,CANADA
30331,35,1120000,2/8/2024,SPAIN
30332,71,17000,10/12/2023,FRANCE
30333,26,1012000,10/1/2024,CHINA
30334,62,489000,7/14/2024,JAPAN
30335,41,1719000,6/15/2023,JAPAN
30336,25,50000,8/7/2023,CANADA
30337,7,331000,2/23/2023,CHINA
30338,72,905000,2/16/2024,ISRAEL
30339,39,1861000,12/5/2024,CANADA
30340,67,27000,12/10/2024,ISRAEL
30341,30,731000,11/16/2023,JAPAN
30342,72,547000,11/28/2024,SPAIN
30343,60,1239000,8/27/2024,SPAIN
30344,49,709000,2/14/2024,JAPAN
30345,29,1119000,12/2/2024,CHINA
30346,68,1954000,5/5/2023,INDIA
30347,46,1815000,5/22/2023,BRAZIL
30348,67,1648000,5/2/2024,GERMANY
30349,27,1902000,10/12/2024,BRAZIL
30350,58,381000,5/1/2024,ISRAEL
30351,13,329000,8/14/2024,BRAZIL
30352,57,1128000,8/17/2024,CANADA
30353,5,151000,8/12/2024,ISRAEL
30354,28,1444000,8/2/2024,CANADA
30355,75,1656000,5/6/2024,CHINA
30356,6,1202000,11/6/2023,JAPAN
30357,28,1059000,6/6/2024,CHINA
30358,51,433000,5/4/2024,INDIA
30359,32,1613000,3/4/2024,SPAIN
30360,5,1406000,8/30/2023,CHINA
30361,14,1976000,9/22/2023,BRAZIL
30362,13,1755000,11/17/2023,CHINA
30363,16,103000,7/15/2024,BRAZIL
30364,54,420000,5/12/2024,SPAIN
30365,57,1316000,2/23/2024,FRANCE
30366,20,1341000,1/26/2024,BRAZIL
30367,57,1938000,10/12/2023,JAPAN
30368,46,1258000,10/14/2023,BRAZIL
30369,56,893000,8/2/2024,GERMANY
30370,2,1346000,1/8/2025,GERMANY
30371,53,1363000,8/1/2024,JAPAN
30372,50,11000,6/10/2024,ISRAEL
30373,59,1494000,2/21/2024,ISRAEL
30374,11,1163000,5/31/2023,CANADA
30375,24,632000,10/15/2023,BRAZIL
